,Total Population,% age 21+,% age 65+,% Race - White,% Race - Black,% Race - American Native,% Race  - Asian,% Race - Pacific Islander,% Race - Other,% Race - Hispanic/Latino,% Male,2021 Median Income,City,State,Region
228,1818,74.7,18.6,54.3,44.3,1.6,0.8,0.0,1.7,1.2,0.47194719471947194,,grove hill,alabama,south
229,2195,75.9,22.4,87.5,12.9,2.7,0.5,0.0,1.8,2.6,0.44510250569476084,,guin,alabama,south
230,142,75.4,19.7,96.5,3.5,8.5,0.0,0.0,0.0,2.1,0.5,,gulfcrest,alabama,south
231,15014,80.4,25.9,94.6,2.9,2.6,1.7,0.1,5.2,4.1,0.47915279072865324,,gulf shores,alabama,south
232,8553,77.3,23.2,87.1,10.2,3.3,1.4,0.0,3.4,4.5,0.47749327721267393,,guntersville,alabama,south
233,816,71.8,15.2,88.0,12.6,5.5,1.6,0.4,1.7,2.0,0.48651960784313725,,gurley,alabama,south
234,141,76.6,16.3,95.0,5.0,4.3,0.0,0.0,3.5,1.4,0.5177304964539007,,gu-win,alabama,south
235,1425,76.0,20.0,97.8,1.4,2.7,0.6,0.0,1.7,3.6,0.48210526315789476,,hackleburg,alabama,south
236,349,76.8,24.4,98.3,0.9,0.3,1.4,0.0,1.4,1.1,0.4670487106017192,,hackneyville,alabama,south
237,112,82.1,29.5,98.2,0.9,1.8,1.8,0.0,0.0,0.9,0.5178571428571429,,haleburg,alabama,south
238,4361,72.6,21.0,92.8,1.7,3.8,0.8,0.1,8.4,9.7,0.45562944278835127,,haleyville,alabama,south
239,7042,73.4,18.9,89.5,8.7,2.4,0.8,0.2,3.7,4.1,0.5106503834138029,,hamilton,alabama,south
240,425,74.6,22.6,96.9,1.6,2.1,0.9,0.0,2.1,1.6,0.5035294117647059,,hammondville,alabama,south
241,3217,76.0,23.7,92.7,4.8,2.8,0.7,0.0,3.9,4.7,0.4529064345663662,,hanceville,alabama,south
242,151,78.1,19.9,98.0,3.3,3.3,1.3,0.0,0.7,0.7,0.5364238410596026,,hanover,alabama,south
243,1614,75.8,19.8,79.1,20.0,2.2,0.4,0.0,2.6,2.2,0.4838909541511772,,harpersville,alabama,south
244,2651,74.7,22.9,78.7,19.7,3.1,0.2,0.0,4.7,4.6,0.4662391550358355,,hartford,alabama,south
245,15455,71.8,17.6,92.8,5.7,3.2,1.0,0.1,2.9,2.9,0.47596247169200906,,hartselle,alabama,south
246,5893,71.2,12.6,62.3,35.7,3.9,2.8,0.2,5.5,6.2,0.4858306465297811,,harvest,alabama,south
247,244,74.6,20.1,93.4,1.2,20.1,0.0,0.0,0.8,1.6,0.48770491803278687,,hatton,alabama,south
248,1342,71.0,16.5,96.4,2.3,3.5,0.4,0.3,2.4,2.3,0.4918032786885246,,hayden,alabama,south
249,830,74.0,24.3,15.4,84.6,0.0,0.2,0.0,0.0,0.5,0.4433734939759036,,hayneville,alabama,south
250,4105,72.8,15.0,87.5,10.1,4.6,1.4,0.0,3.4,3.9,0.4862362971985384,,hazel green,alabama,south
251,4973,72.8,18.7,74.9,24.7,1.6,1.1,0.1,1.7,1.2,0.4691333199276091,,headland,alabama,south
252,236,75.4,22.0,84.7,11.9,2.5,3.0,0.0,3.8,4.7,0.4957627118644068,,heath,alabama,south
253,3431,73.9,20.9,90.1,10.4,2.9,0.5,0.1,0.8,1.0,0.4739143106965899,,heflin,alabama,south
254,20914,68.0,11.1,79.4,17.4,2.5,2.5,0.1,4.7,4.9,0.48039590704791046,,helena,alabama,south
255,2292,75.3,20.8,95.4,0.6,6.5,0.4,0.0,2.9,3.0,0.49345549738219896,,henagar,alabama,south
256,412,82.3,30.6,99.0,0.2,1.7,1.0,0.0,1.9,1.5,0.47572815533980584,,highland lake,alabama,south
257,5239,73.8,20.2,89.5,7.9,1.3,3.6,0.0,2.2,1.7,0.4817713304065661,,highland lakes,alabama,south
258,407,83.3,25.8,14.5,83.5,3.9,0.5,0.0,1.0,2.0,0.44717444717444715,,hillsboro,alabama,south
259,209,80.4,24.4,24.4,76.1,1.4,0.0,0.0,2.4,1.9,0.6555023923444976,,hissop,alabama,south
260,100,75.0,25.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,,hobson,alabama,south
261,759,69.8,16.1,17.7,85.0,1.1,0.3,0.3,0.9,1.6,0.4492753623188406,,hobson city,alabama,south
262,265,68.7,15.8,98.5,0.8,1.5,0.4,0.4,0.8,4.2,0.4716981132075472,,hodges,alabama,south
263,4446,75.0,21.2,97.5,1.8,2.2,0.7,0.1,1.3,1.0,0.4777327935222672,,hokes bluff,alabama,south
264,517,76.4,21.1,93.4,6.0,2.5,0.6,0.6,1.7,2.7,0.5164410058027079,,hollins,alabama,south
265,665,69.3,13.8,88.1,7.8,3.5,0.2,0.0,6.9,7.2,0.5007518796992482,,hollis crossroads,alabama,south
266,851,69.2,15.3,95.9,0.1,3.1,0.8,0.4,5.2,5.5,0.4982373678025852,,holly pond,alabama,south
267,914,76.9,19.5,81.6,17.0,5.8,0.5,0.0,2.0,3.1,0.5054704595185996,,hollywood,alabama,south
268,3413,71.7,13.2,34.0,54.3,1.5,0.3,0.0,15.7,16.6,0.48403164371520657,,holt,alabama,south
269,4940,70.9,14.8,91.7,7.1,3.1,1.1,0.1,2.1,2.1,0.4840080971659919,,holtville,alabama,south
270,26414,68.5,11.8,75.0,20.7,1.4,3.7,0.1,4.7,5.4,0.4522601650639812,,homewood,alabama,south
271,92606,73.7,17.2,74.0,18.0,1.8,7.3,0.1,4.7,5.1,0.4758978899855301,50222,hoover,alabama,south
272,207,80.7,21.3,94.7,3.9,4.3,1.0,0.5,1.0,1.4,0.5458937198067633,,horn hill,alabama,south
273,16776,74.0,18.8,56.8,40.2,1.8,0.6,0.1,5.4,5.7,0.46965903671912257,,hueytown,alabama,south
274,2470,75.5,18.1,70.2,29.2,1.5,0.7,0.0,1.9,1.8,0.4870445344129555,,huguley,alabama,south
275,215006,75.0,16.3,63.2,31.5,2.7,3.7,0.3,6.5,7.8,0.4846376380194041,38044,huntsville,alabama,south
276,349,81.4,32.4,43.0,55.3,2.0,0.3,0.6,2.9,2.3,0.4355300859598854,,hurtsboro,alabama,south
277,441,71.2,18.6,96.8,0.7,10.9,0.0,0.0,1.1,2.3,0.5056689342403629,,hytop,alabama,south
278,735,77.6,23.9,97.1,1.5,6.8,0.3,0.0,0.3,0.3,0.46938775510204084,,ider,alabama,south
279,2481,72.7,24.3,95.5,1.8,2.3,2.3,0.0,2.4,1.7,0.4856912535268037,,indian springs village,alabama,south
280,13497,78.8,18.0,62.1,31.4,2.1,2.2,0.1,8.5,11.6,0.47617989182781356,,irondale,alabama,south
281,946,78.3,24.8,97.3,2.5,1.4,0.2,0.0,1.8,1.8,0.4809725158562368,,ivalee,alabama,south
282,4748,75.5,21.7,52.6,46.7,1.4,0.9,0.0,1.0,1.0,0.468407750631845,,jackson,alabama,south
283,747,74.2,16.5,70.1,28.8,1.5,0.8,0.0,1.3,1.6,0.4926372155287818,,jacksons' gap,alabama,south
284,14385,62.8,12.5,60.0,37.4,2.1,3.2,0.2,2.6,3.1,0.46750086896072296,,jacksonville,alabama,south
285,14572,74.9,21.8,81.3,14.4,2.6,1.4,0.1,4.9,7.0,0.478245951139171,,jasper,alabama,south
286,2642,73.7,18.1,78.6,16.3,2.1,0.3,0.2,7.2,8.0,0.4814534443603331,,jemison,alabama,south
287,556,71.6,16.4,91.4,0.4,5.4,0.5,0.0,10.6,12.4,0.5449640287769785,,joppa,alabama,south
288,180,77.8,26.7,96.1,2.2,1.7,1.1,0.0,1.7,0.6,0.4666666666666667,,kansas,alabama,south
289,129,78.3,23.3,79.8,10.1,2.3,0.0,0.0,14.7,10.9,0.5348837209302325,,kellyton,alabama,south
290,435,76.1,24.6,83.0,17.5,0.0,0.0,0.2,0.9,1.1,0.4850574712643678,,kennedy,alabama,south
291,1034,76.2,20.6,94.4,3.8,4.9,0.8,0.1,3.4,2.7,0.47678916827852996,,killen,alabama,south
292,3841,68.7,11.8,92.9,6.5,2.8,0.4,0.1,2.1,1.8,0.48190575370997135,,kimberly,alabama,south
293,2203,67.7,12.8,50.2,48.3,1.3,0.8,0.0,3.6,4.9,0.4711756695415343,,kinsey,alabama,south
294,580,74.1,21.9,97.8,0.7,3.6,1.6,0.2,0.7,1.6,0.47413793103448276,,kinston,alabama,south
295,3074,74.8,17.2,83.4,16.1,2.0,1.3,0.4,2.2,2.8,0.4782042940793754,,ladonia,alabama,south
296,2684,77.9,22.4,29.2,70.6,0.8,0.3,0.0,1.7,2.8,0.4918032786885246,,la fayette,alabama,south
297,161,77.0,26.7,91.3,2.5,10.6,0.6,0.0,4.3,5.0,0.4968944099378882,,lakeview,alabama,south
298,3560,71.9,11.7,77.8,20.1,2.2,0.6,0.1,3.2,2.5,0.4884831460674157,,lake view,alabama,south
299,6970,70.4,20.1,34.7,60.9,1.3,0.5,0.1,6.0,7.4,0.48565279770444764,,lanett,alabama,south
300,265,87.2,27.5,95.5,1.9,4.9,0.8,0.0,1.5,2.6,0.5132075471698113,,langston,alabama,south
301,12324,74.0,17.7,78.4,16.9,2.3,1.1,0.1,7.2,7.9,0.4737909769555339,,leeds,alabama,south
302,911,76.5,22.3,96.9,2.5,3.6,0.5,0.1,1.3,1.1,0.4972557628979144,,leesburg,alabama,south
303,665,74.6,17.6,55.3,46.6,1.4,0.2,0.3,2.0,2.0,0.4616541353383459,,leighton,alabama,south
304,766,77.2,28.9,78.5,22.1,1.7,0.4,0.1,0.3,0.4,0.5,,leroy,alabama,south
305,111,73.0,21.6,99.1,0.9,0.9,0.0,0.0,2.7,1.8,0.5765765765765766,,lester,alabama,south
306,1825,74.9,15.7,76.3,18.0,3.3,3.8,0.1,8.3,10.4,0.49205479452054796,,level plains,alabama,south
307,727,75.5,21.6,99.0,0.6,1.5,0.0,0.0,2.3,2.5,0.48418156808803303,,lexington,alabama,south
308,108,88.0,38.9,99.1,0.0,0.0,0.9,0.0,0.0,0.0,0.48148148148148145,,libertyville,alabama,south
309,1330,82.7,32.9,95.9,2.3,3.3,1.1,0.2,3.8,2.5,0.48947368421052634,,lillian,alabama,south
310,6845,74.6,16.6,72.9,26.6,1.8,0.8,0.1,1.7,1.7,0.47611395178962745,,lincoln,alabama,south
311,1930,75.9,21.5,45.0,55.0,0.6,0.2,0.1,1.2,0.9,0.4761658031088083,,linden,alabama,south
312,2489,73.5,22.3,63.2,35.8,2.2,0.3,0.1,4.3,4.9,0.4704700683005223,,lineville,alabama,south
313,2086,70.9,16.5,21.6,64.3,3.3,0.1,0.2,19.4,21.5,0.46452540747842763,,lipscomb,alabama,south
314,427,78.2,22.7,6.1,94.1,1.9,1.4,0.0,1.2,1.4,0.46604215456674475,,lisman,alabama,south
315,1038,76.5,21.9,94.7,2.7,1.4,1.4,0.0,3.9,4.6,0.4913294797687861,,littleville,alabama,south
316,3436,62.3,11.5,36.6,59.9,1.1,3.2,0.3,1.1,2.3,0.4447031431897555,,livingston,alabama,south
317,160,80.6,21.3,66.3,30.6,1.3,3.1,0.6,2.5,5.0,0.41875,,loachapoka,alabama,south
318,445,74.6,20.4,82.5,19.3,4.5,0.7,0.0,2.0,2.2,0.4898876404494382,,lockhart,alabama,south
319,1192,73.1,18.2,97.3,1.2,3.9,0.9,0.1,2.0,1.9,0.47818791946308725,,locust fork,alabama,south
320,1484,76.6,18.1,98.5,2.3,3.9,0.3,0.0,1.5,2.6,0.5033692722371967,,lookout mountain,alabama,south
321,395,79.2,27.8,53.7,44.8,2.3,0.3,0.0,3.3,5.3,0.47341772151898737,,louisville,alabama,south
322,89,91.0,32.6,85.4,18.0,0.0,0.0,0.0,1.1,2.2,0.48314606741573035,,lowndesboro,alabama,south
323,3710,68.1,11.7,84.4,12.3,3.1,2.7,0.1,5.8,6.6,0.5121293800539084,,loxley,alabama,south
324,2765,76.4,24.1,66.2,34.5,0.8,1.6,0.1,1.5,1.4,0.44520795660036167,,luverne,alabama,south
325,610,74.8,19.3,99.7,0.0,2.1,0.3,0.0,0.8,0.8,0.4885245901639344,,lynn,alabama,south
326,12965,75.6,18.8,60.6,36.8,1.9,1.3,0.1,3.6,3.5,0.472580023139221,,mccalla,alabama,south
327,739,73.2,16.2,38.8,49.8,3.1,2.0,0.0,11.4,14.7,0.48308525033829497,,mcdonald chapel,alabama,south
328,241,81.3,21.6,11.6,88.0,0.8,0.4,0.0,0.8,0.8,0.4979253112033195,,macedonia,alabama,south
329,206,75.7,21.4,33.5,59.7,8.7,0.5,0.5,1.5,1.5,0.470873786407767,,mcintosh,alabama,south
330,507,70.0,18.3,72.2,28.6,1.0,0.6,0.4,1.4,0.6,0.4832347140039448,,mckenzie,alabama,south
331,32,93.8,46.9,6.3,90.6,6.3,0.0,3.1,6.3,6.3,0.46875,,mcmullen,alabama,south
332,56933,68.9,11.6,74.2,16.8,2.6,9.7,0.3,5.3,5.8,0.4890836597403966,,madison,alabama,south
333,265,80.0,18.5,89.8,7.5,2.3,1.9,0.0,2.3,4.2,0.5132075471698113,,madrid,alabama,south
334,811,84.1,34.2,95.9,1.4,4.4,0.9,0.1,5.3,3.8,0.46609124537607893,,magnolia springs,alabama,south
335,136,79.4,16.9,44.9,47.8,8.8,0.7,2.9,0.7,2.9,0.3897058823529412,,malcolm,alabama,south
336,1536,72.9,18.6,92.2,7.4,3.3,0.5,0.3,2.9,4.4,0.4837239583333333,,malvern,alabama,south
337,637,72.1,17.3,73.9,25.6,2.8,0.5,0.0,1.9,1.9,0.4631083202511774,,maplesville,alabama,south
338,1427,72.7,14.8,93.8,3.9,3.6,0.9,0.1,3.8,3.6,0.4912403644008409,,marbury,alabama,south
339,5106,68.2,9.4,78.0,21.8,2.6,1.4,0.1,2.7,2.6,0.4864864864864865,,margaret,alabama,south
340,3176,65.4,18.1,29.5,71.0,0.7,1.0,0.2,1.2,1.6,0.4892947103274559,,marion,alabama,south
341,316,82.0,25.6,87.0,11.1,3.2,0.3,0.0,5.1,3.5,0.4651898734177215,,maytown,alabama,south
342,9688,72.2,14.7,88.7,7.6,2.3,3.9,0.1,3.2,2.8,0.4925681255161024,,meadowbrook,alabama,south
343,60,83.3,31.7,95.0,10.0,0.0,0.0,0.0,3.3,1.7,0.3,,megargel,alabama,south
344,29,82.8,37.9,13.8,86.2,0.0,0.0,0.0,3.4,3.4,0.41379310344827586,,memphis,alabama,south
345,319,89.3,42.6,98.1,0.9,6.0,0.0,0.0,1.3,1.9,0.4702194357366771,,mentone,alabama,south
346,8209,72.2,15.5,70.3,27.5,3.3,2.7,0.3,4.0,4.3,0.47326105493970033,,meridianville,alabama,south
347,5211,69.8,13.3,11.0,86.1,1.1,0.2,0.1,4.4,5.4,0.4546152369986567,,midfield,alabama,south
348,2239,70.0,12.6,59.1,40.2,2.5,1.0,0.2,3.3,3.5,0.45600714604734255,,midland city,alabama,south
349,421,72.4,18.1,4.3,95.0,0.2,0.7,0.0,1.0,1.0,0.46080760095011875,,midway,alabama,south
350,1186,72.3,16.5,67.9,30.8,2.4,0.2,0.2,5.0,4.4,0.49409780775716694,,mignon,alabama,south
351,16564,72.3,14.9,70.3,27.9,2.2,1.8,0.1,3.2,3.2,0.47168558319246556,,millbrook,alabama,south
352,303,71.6,22.1,96.4,3.6,1.0,0.7,0.3,0.7,0.3,0.49834983498349833,,millerville,alabama,south
353,1010,76.3,22.3,69.1,31.8,1.4,0.3,0.0,1.4,1.1,0.4782178217821782,,millport,alabama,south
354,450,79.8,28.0,65.3,34.4,2.4,0.7,0.0,0.4,0.2,0.47555555555555556,,millry,alabama,south
355,1088,75.0,17.6,63.1,35.3,3.2,0.6,0.1,6.2,6.7,0.4696691176470588,,minor,alabama,south
356,187041,73.7,17.3,44.5,53.0,1.7,2.3,0.2,2.9,3.2,0.46627210076935005,27430,mobile,alabama,south
357,5951,73.2,20.7,38.7,60.9,1.3,0.8,0.0,0.8,1.0,0.45437741556041,,monroeville,alabama,south
358,7229,68.0,13.0,69.6,24.7,2.9,1.2,0.3,8.9,10.7,0.4546963618757781,,montevallo,alabama,south
359,200603,72.4,15.8,32.2,61.9,1.3,4.2,0.1,4.1,4.8,0.4655513626416355,27448,montgomery,alabama,south
360,13170,72.9,16.0,86.2,11.3,3.0,2.2,0.1,2.8,3.3,0.48116932422171604,,moody,alabama,south
361,6729,74.3,15.0,73.5,23.7,4.6,2.5,0.2,3.5,4.1,0.49011740228860157,,moores mill,alabama,south
362,47,80.9,36.2,95.7,4.3,4.3,0.0,2.1,2.1,2.1,0.425531914893617,,mooresville,alabama,south
363,2259,73.3,18.1,96.7,2.6,2.3,0.7,0.0,1.5,0.9,0.4763169544046038,,morris,alabama,south
364,221,77.4,35.7,91.0,2.7,1.8,0.0,0.0,6.3,6.8,0.5339366515837104,,morrison crossroads,alabama,south
365,834,72.8,14.9,2.4,98.8,0.2,0.2,0.1,0.2,0.6,0.4712230215827338,,mosses,alabama,south
366,3398,77.3,22.9,83.4,13.7,7.6,0.8,0.1,5.1,4.9,0.46968805179517364,,moulton,alabama,south
367,3024,69.2,11.8,50.4,49.2,1.4,0.6,0.2,1.4,1.7,0.4652777777777778,,moundville,alabama,south
368,22461,69.0,18.2,98.1,0.8,1.1,1.7,0.0,1.6,1.6,0.4827033524776279,,mountain brook,alabama,south
369,311,74.3,21.2,74.3,26.4,4.5,1.3,0.0,1.0,0.6,0.5691318327974276,,mount olive cdp (coosa county),alabama,south
370,4427,74.3,19.6,95.6,3.2,3.0,0.6,0.1,1.9,1.9,0.4926586853399593,,mount olive cdp (jefferson county),alabama,south
371,1354,74.5,21.3,23.0,75.7,3.0,0.0,0.1,0.4,0.7,0.48005908419497784,,mount vernon,alabama,south
372,291,74.2,22.0,12.4,89.3,2.4,0.3,0.0,1.4,1.7,0.47079037800687284,,movico,alabama,south
373,784,77.9,20.5,86.0,14.4,1.4,0.1,0.1,1.5,0.8,0.4732142857142857,,mulga,alabama,south
374,1351,73.3,16.5,84.5,15.2,2.3,0.6,0.4,1.0,0.9,0.4811250925240563,,munford,alabama,south
375,16275,72.9,17.9,78.0,18.9,2.5,2.2,0.0,3.8,3.7,0.47483870967741937,,muscle shoals,alabama,south
376,70,94.3,31.4,91.4,8.6,1.4,0.0,0.0,1.4,4.3,0.5428571428571428,,myrtlewood,alabama,south
377,75,76.0,34.7,50.7,48.0,1.3,0.0,0.0,4.0,2.7,0.6266666666666667,,nanafalia,alabama,south
378,399,74.7,22.3,98.7,1.0,0.8,0.5,0.0,0.5,2.0,0.46365914786967416,,nances creek,alabama,south
379,409,71.9,14.7,79.2,18.1,5.1,0.5,0.2,3.9,4.6,0.530562347188264,,napier field,alabama,south
380,32,90.6,12.5,100.0,0.0,3.1,0.0,0.0,0.0,0.0,0.4375,,natural bridge,alabama,south
381,185,75.7,20.5,98.4,1.6,1.6,0.5,0.0,1.6,3.2,0.4864864864864865,,nauvoo,alabama,south
382,379,68.6,17.2,97.6,0.0,5.0,0.8,0.0,3.4,2.4,0.5197889182058048,,nectar,alabama,south
383,73,83.6,32.9,100.0,0.0,2.7,0.0,0.0,1.4,0.0,0.5205479452054794,,needham,alabama,south
384,133,82.0,32.3,33.8,66.9,0.8,1.5,0.8,0.0,2.3,0.44360902255639095,,newbern,alabama,south
385,1428,73.2,15.6,74.9,19.7,3.9,1.4,0.1,5.1,7.0,0.507703081232493,,new brockton,alabama,south
386,2889,74.5,17.9,95.2,2.5,4.9,0.7,0.3,2.8,3.1,0.49359640013845624,,new hope,alabama,south
387,1543,74.2,15.9,88.3,7.8,7.4,1.4,0.0,4.0,5.8,0.5145819831497084,,new market,alabama,south
388,773,75.3,19.0,90.4,9.3,2.2,0.3,0.0,0.3,0.4,0.5058214747736093,,new site,alabama,south
389,1607,74.1,22.2,86.1,14.2,2.7,1.4,0.3,2.1,3.2,0.5003111387678905,,newton,alabama,south
390,1019,69.7,17.3,95.9,1.1,4.4,0.4,0.0,6.2,6.8,0.5515210991167812,,new union,alabama,south
391,544,74.6,21.3,56.3,40.1,5.0,0.9,0.2,5.0,5.5,0.4797794117647059,,newville,alabama,south
392,329,82.1,24.9,31.9,69.9,0.6,0.0,0.0,1.5,0.3,0.46808510638297873,,nixburg,alabama,south
393,483,77.8,23.4,2.9,97.3,0.8,0.2,0.2,0.8,0.4,0.4554865424430642,,north courtland,alabama,south
394,127,71.7,16.5,56.7,40.9,0.0,0.0,2.4,3.1,5.5,0.4094488188976378,,north johns,alabama,south
395,31125,72.2,16.0,68.8,26.0,2.4,1.7,0.1,5.4,6.6,0.46435341365461846,,northport,alabama,south
396,914,76.0,21.2,63.8,36.7,1.6,0.1,0.2,2.1,2.5,0.4660831509846827,,notasulga,alabama,south
397,564,77.5,24.5,82.3,17.0,2.5,0.4,0.0,2.1,1.4,0.4716312056737589,,oak grove,alabama,south
398,14,64.3,28.6,50.0,42.9,0.0,0.0,0.0,7.1,0.0,0.2857142857142857,,oak hill,alabama,south
399,771,71.6,20.8,78.6,22.3,1.7,0.3,0.0,2.2,1.8,0.4993514915693904,,oakman,alabama,south
400,4969,69.8,14.2,88.4,10.8,3.5,1.0,0.0,3.4,3.0,0.47735962970416584,,odenville,alabama,south
401,1157,78.2,25.2,96.6,4.7,2.0,0.2,0.1,1.5,1.4,0.5108038029386344,,ohatchee,alabama,south
402,6938,73.9,22.9,82.4,7.4,2.5,1.2,0.2,14.8,16.9,0.4720380513116172,,oneonta,alabama,south
403,167,69.5,14.4,97.6,1.2,1.2,0.0,0.0,1.2,0.0,0.5149700598802395,,onycha,alabama,south
404,30995,73.7,17.3,52.9,40.2,1.9,2.7,0.2,6.8,7.8,0.47801258267462493,,opelika,alabama,south
405,6771,73.7,22.7,80.1,19.6,2.4,0.7,0.0,1.7,2.0,0.46108403485452665,,opp,alabama,south
406,8095,81.4,25.3,96.7,1.8,2.6,1.2,0.1,2.8,2.6,0.4858554663372452,,orange beach,alabama,south
407,150,86.7,22.0,46.0,54.0,3.3,0.7,0.0,2.7,0.7,0.5,,orrville,alabama,south
408,605,77.4,23.3,83.1,16.4,1.5,0.5,0.0,0.8,0.5,0.5107438016528926,,our town,alabama,south
409,2594,73.0,13.2,87.7,9.1,5.7,2.3,0.3,4.5,4.7,0.4919043947571318,,owens cross roads,alabama,south
410,22069,72.9,17.7,76.4,18.2,2.4,2.3,0.2,6.7,7.9,0.48090081109248267,,oxford,alabama,south
411,14368,75.1,21.7,63.0,35.4,2.6,1.8,0.3,3.4,3.9,0.47153396436525613,,ozark,alabama,south
412,182,70.9,19.2,98.4,0.0,8.8,0.5,0.0,0.5,1.1,0.5054945054945055,,paint rock,alabama,south
413,71,88.7,25.4,8.5,93.0,1.4,2.8,1.4,2.8,1.4,0.43661971830985913,,panola,alabama,south
414,982,71.8,16.7,72.4,27.8,2.4,0.2,0.5,3.6,1.8,0.4775967413441955,,parrish,alabama,south
415,841,72.7,13.9,94.6,1.7,5.9,0.1,0.0,5.4,7.4,0.4982164090368609,,pea ridge,alabama,south
416,24318,73.6,15.1,73.8,13.9,2.7,3.2,0.1,13.4,15.0,0.47808207911834855,,pelham,alabama,south
417,12939,75.0,20.5,82.0,16.9,2.3,1.5,0.1,2.0,2.4,0.48442692634670376,,pell city,alabama,south
418,329,75.7,18.5,35.9,64.1,0.6,0.0,0.0,0.6,0.3,0.47720364741641336,,pennington,alabama,south
419,163,74.8,28.8,86.5,12.9,1.8,0.6,0.0,0.6,0.6,0.5276073619631901,,penton,alabama,south
420,730,74.5,13.3,89.2,7.9,6.8,0.5,0.0,2.2,3.3,0.5041095890410959,,perdido,alabama,south
421,555,89.2,41.4,96.4,1.6,3.2,0.9,0.5,1.6,1.1,0.5135135135135135,,perdido beach,alabama,south
422,87,80.5,20.7,89.7,10.3,5.7,1.1,0.0,3.4,1.1,0.5172413793103449,,peterman,alabama,south
423,67,79.1,31.3,85.1,14.9,6.0,0.0,0.0,4.5,3.0,0.4626865671641791,,petrey,alabama,south
424,38816,70.3,14.1,46.5,51.6,2.0,1.7,0.4,4.1,6.0,0.4680286479802143,,phenix city,alabama,south
425,992,72.7,18.8,95.6,1.3,3.0,0.6,0.1,4.2,5.1,0.47681451612903225,,phil campbell,alabama,south
426,557,81.9,21.7,38.2,61.8,0.7,0.0,0.0,0.5,0.2,0.5152603231597845,,pickensville,alabama,south
427,4787,73.5,21.5,88.4,11.3,2.4,0.5,0.1,2.1,2.7,0.4687695842907875,,piedmont,alabama,south
428,9439,68.4,13.0,60.8,33.0,1.7,6.4,0.1,2.1,2.5,0.4858565526009111,,pike road,alabama,south
429,582,81.8,27.3,86.9,11.5,2.1,1.2,0.0,2.6,3.4,0.4896907216494845,,pinckard,alabama,south
430,143,81.1,35.0,65.7,32.9,0.7,0.0,1.4,2.1,2.1,0.5104895104895105,,pine apple,alabama,south
431,758,73.4,20.2,44.7,55.9,1.1,0.0,0.0,1.1,0.8,0.46437994722955145,,pine hill,alabama,south
432,4885,68.8,14.7,91.9,7.8,2.4,0.7,0.1,1.8,2.1,0.5078812691914023,,pine level,alabama,south
433,263,70.3,16.7,79.5,0.8,7.6,0.4,0.0,19.4,25.1,0.5171102661596958,,pine ridge,alabama,south
434,7215,73.9,15.6,60.6,34.6,1.9,0.9,0.1,6.9,7.8,0.4717948717948718,,pinson,alabama,south
435,681,74.6,18.6,96.0,1.9,5.4,0.4,0.0,2.5,1.3,0.49632892804698975,,pisgah,alabama,south
436,9544,74.6,18.3,36.4,63.1,1.4,0.3,0.1,1.5,1.4,0.4651089689857502,,pleasant grove,alabama,south
437,426,72.8,20.4,95.8,0.0,6.8,0.2,0.2,0.9,0.5,0.47183098591549294,,pleasant groves,alabama,south
438,2076,79.2,31.0,69.3,30.9,0.8,0.9,0.0,2.1,2.3,0.47928709055876684,,point clear,alabama,south
439,128,66.4,17.2,75.0,25.8,1.6,0.8,0.8,5.5,3.9,0.5234375,,pollard,alabama,south
440,901,79.5,17.1,89.6,5.2,5.4,0.6,0.0,5.7,5.1,0.5083240843507214,,powell,alabama,south
441,37781,71.9,15.2,74.1,22.6,2.3,3.2,0.2,3.6,4.0,0.475133003361478,,prattville,alabama,south
442,3512,72.8,20.2,92.9,4.5,3.4,2.1,0.1,3.0,3.2,0.4740888382687927,,priceville,alabama,south
443,19322,72.5,19.7,13.6,86.3,1.4,0.4,0.1,1.0,1.1,0.476917503364041,,prichard,alabama,south
444,167,86.8,29.3,86.2,12.6,3.0,0.6,0.6,1.8,2.4,0.49700598802395207,,providence,alabama,south
445,172,81.4,25.6,27.9,69.2,0.0,0.0,0.0,7.6,0.6,0.4883720930232558,,putnam,alabama,south
446,1693,73.1,17.6,88.3,14.1,2.1,0.6,0.1,1.6,1.2,0.4873006497341996,,ragland,alabama,south
447,10191,74.2,21.6,83.9,12.4,2.6,3.5,0.1,2.7,2.8,0.474241978216073,,rainbow city,alabama,south
448,5505,72.8,20.0,94.3,1.3,5.7,0.3,0.0,4.2,4.7,0.48119891008174387,,rainsville,alabama,south
449,422,74.2,21.8,98.3,0.7,2.8,0.2,0.0,3.8,2.8,0.48578199052132703,,ranburne,alabama,south
450,326,84.4,22.7,80.4,15.0,1.8,0.3,0.0,4.0,4.0,0.40797546012269936,,ray,alabama,south
451,3232,73.1,22.5,93.8,2.1,2.7,0.5,0.2,5.3,5.5,0.4560643564356436,,red bay,alabama,south
452,5106,71.9,16.6,80.3,17.5,2.5,2.2,0.2,2.2,2.7,0.4894242068155112,,redland,alabama,south
453,432,67.6,16.0,92.8,8.8,2.1,0.2,0.0,0.9,0.5,0.47453703703703703,,red level,alabama,south
454,837,73.1,7.8,66.9,29.4,3.0,5.3,0.5,5.6,6.1,0.5209080047789725,,redstone arsenal,alabama,south
455,615,80.3,25.7,93.2,2.6,2.0,1.3,0.0,4.9,4.6,0.510569105691057,,reece city,alabama,south
