Accuracy,Precision,Recall,F1,Version
0.9039634146341463,0.9066582595436095,0.9039634146341463,0.9036304377795376,Default
0.9070121951219512,0.9083787209959133,0.9070121951219512,0.907095586165065,Hypertuned
