city,city_brewery_count,state,state_brewery_count,bar,brewpub,closed,contract,large,location,micro,nano,planning,proprietor,regional,taproom,college_town,major_city,national_park_vistors,ski_resort,tech_city,total population,% age 21+,% age 65+,% race - white,% race - black,% race - american native,% race  - asian,% race - pacific islander,% race - other,% race - hispanic/latino,% male,2021 median income,region
manitou springs,1,colorado,431,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4858.0,83.4,21.8,94.8,2.2,3.6,2.4,0.3,5.3,6.9,0.4932070811033347,,west
mancos,1,colorado,431,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1196.0,76.0,19.5,89.6,1.7,7.9,1.1,0.3,9.9,15.1,0.4665551839464883,,west
grand lake,1,colorado,431,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,410.0,87.3,27.1,95.9,1.2,4.4,1.5,0.5,6.3,8.0,0.5414634146341464,,west
laporte,1,colorado,431,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,2409.0,80.0,21.0,94.4,1.2,3.9,1.9,0.3,9.1,10.1,0.4985471149854711,,west
timnath,1,colorado,431,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,6487.0,62.7,9.2,92.6,1.4,1.4,6.8,0.3,7.0,8.3,0.4977647602898103,,west
palisade,1,colorado,431,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2565.0,78.9,24.4,92.7,1.0,4.1,1.6,0.4,8.9,11.9,0.5009746588693957,,west
wellington,1,colorado,431,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,11047.0,67.3,8.3,93.5,2.1,3.8,1.7,0.3,11.5,15.1,0.5048429437856432,,west
paonia,1,colorado,431,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1447.0,78.2,28.1,95.6,1.0,4.1,1.0,0.0,6.1,7.0,0.4816862474084312,,west
monument,1,colorado,431,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,10399.0,67.9,11.5,92.5,3.1,2.8,4.7,0.5,7.3,9.0,0.4980286566015963,,west
canon city,1,colorado,431,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,west
fairplay,1,colorado,431,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,724.0,77.5,11.7,95.3,0.8,2.3,1.4,0.0,5.5,7.6,0.5359116022099447,,west
northglenn,1,colorado,431,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,38131.0,73.1,12.6,78.7,3.8,5.0,5.4,0.3,25.1,36.8,0.5020586924025071,,west
leadville,1,colorado,431,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,2633.0,81.2,13.4,87.7,1.2,5.2,2.2,0.3,16.9,24.8,0.5362704139764527,,west
del norte,1,colorado,431,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1458.0,76.5,24.1,82.9,1.2,4.3,0.5,0.4,29.4,48.4,0.4958847736625514,,west
divide,1,colorado,431,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,143.0,77.6,15.4,92.3,2.1,6.3,3.5,0.0,8.4,4.2,0.4335664335664335,,west
basalt,1,colorado,431,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3984.0,78.5,15.6,90.7,1.0,1.3,2.7,0.2,14.9,16.6,0.4959839357429719,,west
niwot,1,colorado,431,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4306.0,79.9,19.8,91.6,1.2,1.5,5.4,0.2,6.0,5.1,0.4902461681374825,,west
bayfield,1,colorado,431,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2838.0,67.2,13.9,90.3,1.0,7.6,1.1,0.2,9.7,16.3,0.5,,west
crestone,1,colorado,431,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,141.0,80.9,31.9,90.1,0.7,5.0,9.2,1.4,7.8,7.8,0.5886524822695035,,west
ridgway,1,colorado,431,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1183.0,79.0,21.1,95.7,0.9,1.4,1.5,0.3,6.3,6.6,0.4809805579036348,,west
aspen,1,colorado,431,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,7004.0,82.3,16.3,91.4,1.5,1.2,3.4,0.2,9.7,10.9,0.5059965733866362,,west
cedaredge,1,colorado,431,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2279.0,80.3,37.3,96.0,0.8,2.7,0.9,0.2,5.3,7.9,0.4708205353225099,,west
gunnison,1,colorado,431,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,6560.0,69.6,10.5,88.9,1.6,4.0,1.7,0.3,12.1,15.0,0.5320121951219512,,west
edgewater,1,colorado,431,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5005.0,80.4,9.9,77.4,3.8,4.5,3.2,0.4,26.8,35.2,0.4957042957042957,,west
peyton,1,colorado,431,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,214.0,78.0,14.5,94.9,1.4,4.7,2.8,0.5,6.5,9.8,0.5747663551401869,,west
poncha springs,1,colorado,431,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,925.0,77.6,23.5,94.4,0.3,3.6,2.9,0.4,6.5,10.3,0.5124324324324324,,west
buena vista,1,colorado,431,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2855.0,78.2,20.7,95.4,1.6,2.8,2.2,0.5,6.5,7.2,0.4830122591943958,,west
la junta,1,colorado,431,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,7322.0,69.2,18.9,77.5,2.3,5.6,1.4,0.4,29.7,49.3,0.4875717017208413,,west
central city,1,colorado,431,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,779.0,84.1,17.2,88.2,2.1,7.3,6.8,0.4,6.3,9.5,0.5442875481386393,,west
dolores,1,colorado,431,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,885.0,74.8,19.9,89.5,1.7,8.4,0.5,0.1,6.4,10.3,0.4723163841807909,,west
trinidad,1,colorado,431,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,8329.0,76.7,23.3,82.0,2.2,6.0,1.6,0.5,25.6,46.4,0.4952575339176371,,west
kremmling,1,colorado,431,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1509.0,72.6,13.6,89.3,0.8,2.5,0.8,0.3,13.6,18.6,0.5182239893969516,,west
edwards,1,colorado,431,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,11246.0,73.3,13.4,83.2,0.9,1.6,2.0,0.2,27.7,33.5,0.5159167704072559,,west
san diego,91,california,912,0,22,7,1,6,0,45,0,5,0,5,0,0.0,1.0,0.0,0.0,1.0,1386932.0,76.3,14.0,59.7,7.7,2.5,21.3,1.0,23.4,29.7,0.5004621711807068,42849.0,west
san francisco,39,california,912,0,17,0,1,1,0,15,0,1,3,1,0,0.0,1.0,0.0,0.0,0.0,873965.0,84.7,16.3,50.2,6.8,2.1,37.5,0.8,13.4,15.6,0.5104826852333904,61534.0,west
los angeles,24,california,912,0,6,2,2,1,0,12,0,1,0,0,0,1.0,1.0,0.0,0.0,1.0,3898747.0,76.7,13.6,46.8,10.3,3.3,13.8,0.4,39.7,46.9,0.4939215086282849,32191.0,west
sacramento,21,california,912,0,5,0,0,0,0,13,0,3,0,0,0,1.0,1.0,0.0,0.0,0.0,524943.0,73.8,13.8,46.5,16.4,3.9,23.2,2.6,22.7,28.8,0.4876472302707151,36323.0,west
auburn,18,california,912,0,5,0,1,0,0,8,0,3,0,1,0,0.0,0.0,0.0,0.0,0.0,13776.0,79.7,26.6,90.9,2.1,4.1,4.1,0.6,9.9,12.3,0.4706010452961672,,west
oakland,17,california,912,0,4,0,1,0,0,10,0,2,0,0,0,0.0,1.0,0.0,0.0,0.0,440646.0,77.9,14.0,39.8,24.5,4.0,19.3,1.1,24.5,28.8,0.486803465820636,43196.0,west
anaheim,17,california,912,0,3,1,0,1,0,9,0,3,0,0,0,0.0,1.0,0.0,0.0,0.0,346824.0,73.0,12.7,47.0,3.5,3.5,19.7,0.8,43.4,53.8,0.4932674786058635,33987.0,west
vista,16,california,912,0,3,1,0,0,0,11,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,98381.0,72.6,12.5,61.1,4.3,4.8,7.9,1.4,40.4,50.6,0.5006962726542726,34345.0,west
san jose,15,california,912,0,2,0,4,0,0,7,0,0,0,2,0,1.0,1.0,0.0,0.0,0.0,1013240.0,75.0,13.3,37.5,3.9,2.9,41.4,0.9,25.7,31.2,0.502605503138447,47943.0,west
santa rosa,15,california,912,0,6,1,0,1,0,6,0,0,0,1,0,0.0,1.0,0.0,0.0,0.0,178127.0,75.4,18.7,68.8,3.6,5.0,8.3,1.0,28.4,34.3,0.4871075131787994,41962.0,west
lafayette,14,california,912,0,5,0,1,0,0,7,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,25391.0,72.8,21.2,84.0,1.9,1.4,17.4,0.5,7.4,8.2,0.4892678508132803,,west
carlsbad,13,california,912,0,3,0,0,0,0,6,0,1,1,2,0,0.0,1.0,0.0,0.0,0.0,114746.0,74.9,18.9,84.7,2.4,2.2,11.6,0.7,12.1,15.1,0.4857424223938089,51731.0,west
oceanside,12,california,912,0,2,1,0,0,0,8,0,0,0,1,0,0.0,1.0,0.0,0.0,0.0,174068.0,76.4,17.6,66.5,6.0,3.6,10.9,2.1,28.6,36.4,0.4893892042190408,35871.0,west
torrance,12,california,912,0,2,0,0,0,0,10,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,147067.0,77.4,18.6,51.0,4.8,2.0,40.2,1.0,15.3,19.1,0.4874444980859064,53706.0,west
long beach,10,california,912,0,4,0,0,1,0,4,0,1,0,0,0,1.0,1.0,0.0,0.0,0.0,466742.0,75.5,13.1,44.7,14.8,3.5,15.6,1.5,35.7,43.3,0.4896023927565978,35554.0,west
san luis obispo,10,california,912,0,5,1,0,0,0,3,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,47063.0,75.4,16.2,84.6,2.2,2.8,9.6,0.6,13.7,18.5,0.4917026113932388,,west
riverside,10,california,912,0,3,1,0,0,0,3,0,2,1,0,0,0.0,1.0,0.0,0.0,0.0,314998.0,70.5,12.0,52.4,8.1,4.0,9.1,0.8,43.9,54.7,0.4911237531666867,31731.0,west
napa,10,california,912,0,5,2,0,0,0,2,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,79246.0,76.1,18.5,73.6,1.5,4.1,4.3,0.6,32.9,39.8,0.4890972415011483,44767.0,west
santa cruz,10,california,912,0,5,2,0,0,0,1,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,62956.0,74.1,15.0,75.7,4.0,3.3,11.7,0.6,18.9,24.0,0.5047175805324353,,west
fairfield,9,california,912,0,1,0,1,1,0,5,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0,119881.0,71.7,13.7,45.4,18.6,3.7,23.3,2.3,23.9,30.6,0.4922297945462583,39295.0,west
plymouth,9,california,912,0,0,0,0,0,0,8,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1078.0,76.6,23.3,84.1,1.0,6.7,2.0,1.1,20.2,24.4,0.4916512059369202,,west
fresno,9,california,912,0,2,0,0,0,0,5,0,1,1,0,0,0.0,1.0,0.0,0.0,0.0,542107.0,67.8,12.4,47.1,9.1,4.5,16.4,0.5,38.6,50.5,0.4924193932194198,30411.0,west
ventura,8,california,912,0,1,1,0,0,0,6,0,0,0,0,0,0.0,0.0,323245.0,0.0,0.0,,,,,,,,,,,,,west
santa barbara,7,california,912,0,3,0,0,0,0,4,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,88665.0,79.5,20.1,75.1,2.3,3.5,5.6,0.4,31.4,38.7,0.48904302712457,41437.0,west
south lake tahoe,7,california,912,0,4,0,0,0,0,3,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,21330.0,78.5,15.0,75.4,1.4,3.5,7.4,0.7,26.5,30.7,0.5186591654946086,,west
berkeley,7,california,912,0,2,0,0,0,0,3,0,0,0,2,0,1.0,1.0,0.0,0.0,0.0,124321.0,74.6,15.2,63.9,10.2,2.1,24.8,0.6,11.4,13.7,0.4899654925555618,41765.0,west
livermore,7,california,912,0,1,1,2,0,0,2,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,87955.0,74.4,14.5,72.9,3.2,3.0,18.5,1.0,16.7,21.6,0.4953896879085896,57641.0,west
temecula,7,california,912,0,2,1,0,0,0,4,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,110003.0,69.7,12.5,70.6,6.8,3.8,15.4,1.1,20.0,27.6,0.4867776333372726,42362.0,west
windsor,6,california,912,0,0,2,0,0,0,3,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,26344.0,73.6,17.8,75.0,1.8,5.2,4.9,0.8,27.1,33.8,0.4888020042514424,,west
paso robles,6,california,912,0,0,1,0,0,0,3,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,west
escondido,5,california,912,0,1,0,0,0,0,2,0,1,0,1,0,0.0,1.0,0.0,0.0,0.0,151038.0,71.7,13.9,57.6,3.7,3.7,10.2,0.7,41.9,51.8,0.4923661595095274,36445.0,west
rancho cucamonga,5,california,912,0,0,0,0,0,0,5,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,174453.0,73.4,13.8,58.2,11.3,3.2,17.2,0.7,27.6,37.4,0.4873117687858621,40873.0,west
burbank,5,california,912,0,2,0,0,0,0,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,56138.5,78.85,13.65,62.8,4.45,3.15,15.899999999999999,0.55,29.15,35.1,0.496339918706979,39301.0,west
clovis,5,california,912,0,1,0,0,0,0,2,0,2,0,0,0,0.0,1.0,0.0,0.0,0.0,120124.0,69.7,14.7,70.0,4.1,3.9,15.5,0.7,22.0,30.5,0.48187706037095,41218.0,west
redding,5,california,912,0,2,0,0,0,0,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,93611.0,74.9,21.1,87.6,2.9,6.7,6.1,0.7,7.9,11.2,0.4829560628558609,31907.0,west
corona,5,california,912,0,2,0,0,0,0,2,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0,157136.0,71.2,11.5,56.3,7.0,3.4,14.4,0.9,36.4,46.5,0.4932733428367783,36154.0,west
orange,5,california,912,0,0,0,0,0,0,4,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0,139911.0,74.3,14.6,62.0,2.7,3.0,15.7,0.7,33.2,41.2,0.4957580175969009,41596.0,west
lodi,5,california,912,0,2,0,0,0,0,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,66348.0,71.2,17.1,64.6,2.3,3.7,12.0,0.7,31.5,39.1,0.4861186471332971,35887.0,west
santa ana,5,california,912,0,0,0,0,0,0,4,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0,310227.0,70.4,10.2,36.3,1.6,5.7,13.1,0.5,62.7,76.7,0.5060359027421856,30855.0,west
chula vista,5,california,912,0,1,0,0,0,0,4,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,275487.0,71.2,13.0,50.5,7.0,3.2,19.1,1.2,46.8,59.8,0.4848504648132217,35491.0,west
gardena,4,california,912,0,1,2,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,61027.0,77.7,17.5,21.8,24.0,2.6,28.9,1.2,34.6,40.2,0.4788372359775181,,west
elk grove,4,california,912,0,0,0,0,0,0,4,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,176124.0,70.2,13.8,44.4,13.1,3.0,38.3,2.5,14.3,19.0,0.4838125411641797,48242.0,west
upland,4,california,912,0,1,0,0,0,0,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,79040.0,74.9,16.8,60.6,8.1,3.5,12.3,0.6,33.7,44.5,0.4808198380566801,33109.0,west
bakersfield,4,california,912,0,2,0,0,0,0,1,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0,403455.0,66.7,11.5,54.5,8.5,4.1,9.2,0.4,40.8,52.7,0.4886021985103667,31000.0,west
rocklin,4,california,912,0,1,0,0,0,0,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,71601.0,69.8,14.7,81.0,3.2,3.1,15.8,1.0,10.0,13.9,0.4856636080501669,50594.0,west
huntington beach,4,california,912,0,1,0,0,0,0,3,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,198711.0,78.7,19.3,76.1,2.1,2.6,16.7,0.9,15.5,19.9,0.4902043671462576,50880.0,west
sebastopol,4,california,912,0,1,0,0,0,0,2,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,7521.0,79.6,29.0,89.4,2.3,3.7,4.3,0.7,12.4,14.4,0.4480787129371094,,west
placerville,4,california,912,0,1,0,0,0,0,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,10747.0,77.2,24.0,87.6,1.6,5.0,2.5,0.4,15.3,18.7,0.4698055271238485,,west
santee,4,california,912,0,0,1,0,0,0,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,60037.0,74.3,15.8,82.3,3.8,3.1,9.6,1.6,15.1,20.9,0.4780551992937688,,west
san leandro,4,california,912,0,0,0,0,0,0,1,0,1,0,2,0,0.0,0.0,0.0,0.0,0.0,91008.0,77.5,16.9,33.0,13.1,3.0,38.8,1.5,23.4,28.5,0.4818697257383966,35390.0,west
costa mesa,4,california,912,0,1,1,0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,111918.0,77.4,12.6,68.4,2.2,3.2,11.4,1.0,29.9,36.5,0.5029128469057703,41880.0,west
westlake village,4,california,912,0,0,0,0,0,0,4,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,8029.0,78.9,28.0,89.2,1.8,1.3,10.4,0.4,7.4,8.1,0.4793872213227051,,west
venice,4,california,912,0,1,0,2,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,west
pomona,4,california,912,0,0,1,0,0,0,3,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,151713.0,71.2,11.7,38.3,7.0,4.2,11.9,0.5,57.9,71.2,0.4956068365927771,29894.0,west
tustin,4,california,912,0,2,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,80276.0,73.0,11.8,48.6,3.3,2.9,27.1,0.6,33.7,40.7,0.4858612785888684,47154.0,west
san clemente,4,california,912,0,1,0,0,0,0,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,64293.0,75.0,19.0,88.2,1.4,2.3,6.7,0.6,14.6,18.2,0.4965392811036971,,west
chico,4,california,912,0,0,0,0,0,0,3,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,101475.0,72.9,15.8,81.8,3.6,5.2,6.5,0.8,15.2,20.3,0.4846711012564671,30071.0,west
petaluma,4,california,912,0,1,1,0,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,59776.0,76.3,20.0,80.9,2.4,3.5,7.5,0.8,19.1,22.8,0.4817317987152034,,west
rancho cordova,4,california,912,0,0,0,0,0,0,4,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,79332.0,71.8,12.9,60.7,12.6,3.8,19.1,2.0,16.8,21.6,0.4896510865728836,39883.0,west
novato,4,california,912,0,1,0,0,0,0,2,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,53225.0,76.2,22.1,73.5,4.2,3.9,10.3,0.6,21.9,25.6,0.4806387975575387,,west
goleta,4,california,912,0,1,0,0,0,0,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,32690.0,76.4,16.6,68.3,2.6,3.6,14.6,0.4,28.6,35.3,0.505383909452432,,west
belmont,4,california,912,0,1,1,0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,28335.0,75.1,16.1,62.0,2.4,1.5,35.3,1.1,11.1,12.4,0.4908417151932239,,west
la jolla,4,california,912,0,3,0,1,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,west
murrieta,4,california,912,0,1,0,0,0,0,3,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,110949.0,69.6,13.8,69.3,8.5,3.4,14.0,1.3,22.4,30.6,0.4866380048490748,42044.0,west
carpinteria,4,california,912,0,1,0,0,0,0,2,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,13264.0,76.2,21.3,72.3,1.7,4.1,3.8,0.3,38.3,48.8,0.4808504221954162,,west
west sacramento,3,california,912,0,0,0,0,0,0,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,53915.0,72.1,12.7,62.4,7.2,4.7,17.8,2.1,24.0,32.0,0.4887693591764815,,west
truckee,3,california,912,0,1,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,16729.0,74.3,13.1,88.5,0.7,2.2,3.3,0.4,17.0,18.7,0.5163488552812482,,west
madera,3,california,912,0,0,0,1,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,66224.0,62.2,9.7,42.7,3.4,9.4,3.5,0.3,60.0,80.7,0.4987315776757671,22005.0,west
santa maria,3,california,912,0,0,2,0,0,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0,109707.0,65.0,11.0,47.7,1.9,6.1,6.3,0.4,59.3,76.5,0.4997949082556263,26062.0,west
exeter,3,california,912,0,0,1,0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,10321.0,68.6,15.1,68.1,1.2,5.9,2.3,0.4,37.2,51.2,0.4843522914446274,,west
stockton,3,california,912,0,1,0,0,0,0,1,0,0,1,0,0,0.0,1.0,0.0,0.0,0.0,320804.0,67.8,13.1,35.1,15.2,4.0,25.1,1.5,34.2,44.1,0.4905082230894876,30278.0,west
ramona,3,california,912,0,0,1,0,0,0,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,21468.0,72.8,15.8,78.5,2.0,4.2,3.5,0.8,26.7,33.1,0.4999534190422955,,west
oxnard,3,california,912,0,0,0,0,0,0,1,0,1,1,0,0,0.0,1.0,0.0,0.0,0.0,202063.0,69.5,12.0,45.3,3.4,5.4,9.1,0.7,59.2,74.7,0.4989285519862617,30667.0,west
redlands,3,california,912,0,0,0,0,0,0,2,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,73168.0,73.2,17.7,68.3,7.0,3.5,12.3,0.8,25.6,35.2,0.4751120708506451,37954.0,west
san pedro,3,california,912,0,1,0,0,0,0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,west
montclair,3,california,912,0,0,0,1,0,0,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,37865.0,70.8,11.6,37.3,5.4,4.5,12.7,0.6,58.8,71.9,0.4950217879308068,,west
atascadero,3,california,912,0,0,0,0,0,0,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,29773.0,76.2,20.4,87.3,2.6,4.6,4.9,0.5,15.2,19.6,0.4890672757196117,,west
placentia,3,california,912,0,0,0,0,0,0,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,51824.0,73.5,16.2,58.9,2.9,2.7,22.2,0.7,30.0,38.0,0.4867821858598333,,west
princeton,3,california,912,0,1,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,309.0,76.4,18.8,75.7,0.6,4.5,1.0,0.0,27.2,30.1,0.5372168284789643,,west
lemoore,3,california,912,0,0,1,0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,27038.0,67.6,9.9,57.3,8.3,4.5,11.5,0.9,35.9,48.0,0.4951179820992677,,west
sunnyvale,3,california,912,0,2,0,0,0,0,1,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,155805.0,77.6,12.0,37.9,2.1,1.7,53.0,0.7,14.1,16.3,0.5167998459612978,75220.0,west
martinez,3,california,912,0,1,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,37287.0,77.7,18.3,78.5,5.6,3.4,14.5,1.1,12.9,17.9,0.4874084801673505,,west
alameda,3,california,912,0,0,0,0,0,0,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,78280.0,77.2,17.5,55.1,8.2,2.4,37.9,1.3,9.5,12.1,0.4768523249872253,62383.0,west
monrovia,3,california,912,0,0,0,1,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,37931.0,77.3,15.8,56.6,7.3,3.2,19.5,0.5,30.8,39.5,0.4771822519838654,,west
half moon bay,3,california,912,0,2,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,11795.0,78.4,23.9,77.5,1.3,2.7,8.5,0.5,26.0,29.7,0.475879610004239,,west
covina,3,california,912,0,0,0,0,0,0,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,51268.0,74.8,14.4,51.7,5.2,4.0,17.2,0.5,44.8,58.7,0.4802215807131154,,west
lake elsinore,2,california,912,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,70265.0,67.1,9.3,57.0,8.9,3.8,9.7,1.0,39.7,51.0,0.49434284494414,35124.0,west
mill valley,2,california,912,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,14231.0,74.4,23.6,90.6,1.7,1.2,9.5,0.3,6.2,6.0,0.4672897196261682,,west
mckinleyville,2,california,912,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,16262.0,75.6,17.6,88.0,2.7,11.3,3.8,0.7,8.0,10.4,0.4879473619480998,,west
watsonville,2,california,912,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,52590.0,67.2,11.7,40.7,1.2,4.6,4.3,0.3,69.5,82.3,0.4932116371933828,,west
ukiah,2,california,912,0,1,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,16607.0,72.9,18.7,72.6,2.6,7.8,4.5,0.5,27.3,32.8,0.4823869452640453,,west
solana beach,2,california,912,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,12941.0,79.1,23.6,87.7,1.7,1.7,7.0,0.4,12.7,14.3,0.4825747623831234,,west
camarillo,2,california,912,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,70741.0,76.2,21.6,74.5,3.6,2.9,14.7,0.8,20.3,27.4,0.4804286057590365,42779.0,west
san dimas,2,california,912,0,0,0,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,34924.0,76.9,20.8,67.1,5.0,3.2,17.0,0.5,26.9,37.1,0.4750887641736341,,west
los gatos,2,california,912,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,33529.0,74.1,19.8,77.3,1.8,1.5,22.2,0.4,7.8,9.0,0.4824778549912016,,west
