Accuracy,Precision,Recall,F1,Model
0.913109756097561,0.8911923349005563,0.913109756097561,0.8989855361825134,Hypertuned Decision Tree - Non-Scaled Data
0.9466463414634146,0.9476554707248755,0.9466463414634146,0.9452962028804323,Hypertuned Logistic Regression - Scaled Data
